Gene_id	KO_1	KO_2	KO_3	KO_4	WT_1	WT_2	WT_3	WT_4
YHR144C	9	18	19	16	27	9	17	19
YHR145C	4	4	1	4	4	5	3	4
YHR146W	30	32	23	30	26	22	16	18
YHR147C	10	16	9	9	15	10	12	11
YHR148W	9	10	9	6	7	9	9	5
YHR149C	44	46	40	48	38	58	44	34
YHR150W	31	26	30	44	37	35	38	34
YHR151C	27	24	26	36	33	27	27	27
YHR152W	7	5	12	13	4	6	4	5
YHR153C	8	13	10	6	10	12	8	11
YHR154W	66	69	50	66	55	55	56	57
YHR155W	69	70	49	75	75	75	70	58
YHR156C	20	21	16	18	18	14	15	7
YHR157W	8	11	7	6	12	8	5	7
YHR158C	62	52	56	67	65	57	49	45
YHR159W	24	30	26	32	36	33	16	15
YHR160C	14	12	16	11	14	14	9	14
YHR161C	35	37	31	47	43	35	31	19
YHR162W	9	3	5	1	4	5	11	6
YHR163W	11	12	12	11	14	16	13	11
YHR164C	75	102	80	86	75	83	83	82
YHR165C	140	150	147	161	145	124	133	137
YHR165W-A	9	15	8	11	16	12	12	11
YHR166C	31	32	26	33	34	44	33	37
YHR167W	12	9	9	17	14	14	11	15
YHR168W	31	27	18	27	22	32	24	23
YHR169W	17	18	14	32	11	23	24	24
YHR170W	19	28	32	25	32	26	23	22
YHR171W	36	30	37	34	27	29	39	29
YHR172W	49	35	35	54	39	37	39	35
YHR173C	3	8	6	6	4	4	3	5
YHR174W	32	15	12	27	23	34	25	14
YHR175W	9	10	10	6	12	9	10	9
YHR175W-A	1	1	1	2	2	3	0	3
YHR176W	16	27	22	26	24	30	20	20
YHR177W	23	19	20	21	19	29	26	28
YHR178W	43	49	28	32	36	42	42	38
YHR179W	18	25	22	28	26	15	16	13
YHR180C-B	0	3	2	2	2	3	3	5
YHR180W	11	5	10	9	7	4	7	12
YHR180W-A	0	0	0	0	0	0	0	0
YHR181W	10	9	12	10	15	9	10	10
YHR182C-A	19	21	13	26	17	23	16	17
YHR182W	38	35	24	43	54	37	30	41
YHR183W	39	31	39	35	28	31	30	27
YHR184W	38	37	23	30	31	27	27	19
YHR185C	11	15	11	10	16	7	8	11
YHR186C	72	79	83	82	100	88	87	91
YHR187W	16	14	15	19	22	19	8	7
YHR188C	33	30	29	40	38	34	30	33
YHR189W	10	11	7	11	11	12	15	10
YHR190W	24	34	19	19	23	14	20	34
YHR191C	6	7	4	7	7	9	7	4
YHR192W	18	21	15	19	17	20	16	13
YHR193C	8	7	3	8	6	8	5	6
YHR193C-A	15	14	20	12	27	13	12	15
YHR194W	43	40	30	41	40	32	32	36
YHR195W	20	12	12	22	22	14	23	15
YHR196W	31	24	35	31	36	30	40	22
YHR197W	41	46	42	41	29	30	36	39
YHR198C	22	19	19	24	17	14	19	16
YHR199C	18	18	17	21	20	16	16	20
YHR199C-A	3	5	5	5	4	6	4	6
YHR200W	20	10	11	18	11	17	15	17
YHR201C	25	22	22	15	35	14	23	23
YHR202W	46	37	27	35	36	33	25	34
YHR203C	15	15	9	18	9	10	23	10
YHR204W	40	45	38	40	44	43	50	40
YHR205W	31	49	44	44	49	50	46	37
YHR206W	29	39	22	30	46	39	41	25
YHR207C	30	28	28	27	32	27	20	23
YHR208W	14	13	14	22	25	16	12	14
YHR209W	18	17	16	19	21	17	7	14
YHR210C	16	18	23	16	19	17	12	17
YHR211W	42	47	49	46	45	40	37	46
YHR212C	0	0	0	0	0	0	0	0
YHR212W-A	0	0	0	0	0	0	0	0
YHR213W	0	0	0	0	0	0	0	0
YHR213W-A	0	0	0	0	0	0	0	0
YHR213W-B	2	3	1	2	0	2	2	3
YHR214C-B	0	0	0	1	2	2	5	1
YHR214C-C	0	0	0	0	0	0	0	0
YHR214C-D	0	0	0	0	0	0	0	0
YHR214C-E	3	2	0	1	5	0	0	1
YHR214W	0	1	1	0	3	0	1	1
YHR214W-A	3	1	1	1	0	2	0	0
YHR215W	7	5	4	6	6	4	3	5
YHR216W	19	22	25	27	26	28	18	32
YHR217C	8	5	6	3	7	5	8	6
YHR218W	0	0	0	0	0	0	0	0
YHR218W-A	0	0	0	0	0	0	0	0
YHR219C-A	0	0	0	0	0	0	0	0
YHR219W	0	1	0	0	0	0	0	0
YIL001W	29	27	25	34	31	23	33	30
YIL002C	62	54	44	60	52	48	48	48
YIL002W-A	4	0	1	3	6	2	1	2
YIL003W	14	15	13	23	23	12	13	21
YIL004C	9	12	7	6	5	6	7	11
YIL005W	44	31	34	42	38	36	33	42
YIL006W	20	15	16	17	19	20	15	16
YIL007C	12	8	14	12	9	12	16	9
YIL008W	4	4	3	2	4	5	3	6
YIL009C-A	10	11	6	12	5	9	2	10
YIL009W	32	37	46	43	32	45	30	23
YIL010W	18	16	12	12	16	12	8	7
YIL011W	12	7	9	18	12	16	13	9
YIL012W	6	7	7	5	6	5	5	3
YIL013C	77	76	88	71	86	82	82	66
YIL014C-A	6	5	2	3	4	6	5	4
YIL014W	44	28	36	41	31	38	20	27
YIL015W	38	35	27	30	32	33	26	30
YIL016W	12	10	5	9	5	7	6	10
YIL017C	37	50	58	55	51	62	38	48
YIL018W	8	14	14	16	13	16	15	9
